Day,Alameda,Alpine,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Out of CA,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Sierra,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,MEAN_ALL,MEAN_0,MEAN_1,MEAN_2,SUM_ALL,SUM_0,SUM_1,SUM_2,VAR_ALL,VAR_0,VAR_1,VAR_2,NTP_0,NTP_1,NTP_2,CRESCENT TMP,CRESCENT HUMIDITY,CRESCENT VIS,LEMOORE TMP,LEMOORE HUMIDITY,LEMOORE VIS,HANFORD TMP,HANFORD HUMIDITY,HANFORD VIS,PASOROBLES TMP,PASOROBLES HUMIDITY,PASOROBLES VIS
02/09/2020,250,0,0,77,21,11,97,0,6,357,10,4,27,2,135,52,1,0,1414,40,131,2,10,49,1,0,88,12,3,317,0,35,1,153,361,11,366,250,73,108,25,51,21,453,11,3,0,1,41,150,116,27,1,0,226,0,33,13,17,0.038442303,0.213763801,0.022831539,0.010938142,20.56663237,12.82582805,4.885949312,2.854855001,0.019806782,0.142708811,0.000218538,6.39E-05,60,214,261,55.94,56.06674466,3017.25,93.92,0.434080433,8047,93.02,1.30692229,8047,73.04,7.187828963,16093
03/09/2020,157,0,0,95,0,10,76,1,7,243,4,6,27,1,143,0,4,0,1064,13,26,0,2,41,2,0,81,8,2,0,0,21,3,397,194,23,370,325,79,279,29,79,65,191,123,3,0,2,43,75,119,0,7,0,137,1,132,27,0,0.040808431,0.230776395,0.022820547,0.009245321,20.73068304,13.84658367,4.609750463,2.274348907,0.022660333,0.151835265,0.000222056,4.15E-05,60,202,246,55.94,63.75698233,9656,93.02,1.097714229,11265,93.02,1.507495558,9656,82.04,2.519503646,16093
04/09/2020,125,0,0,33,0,1,101,0,8,193,3,6,228,0,161,30,0,0,1408,64,-36,1,8,80,1,0,95,12,1,116,0,32,0,284,206,16,0,453,59,137,12,62,71,197,18,3,0,3,40,0,141,25,7,0,110,3,78,17,31,0.036153951,0.198119259,0.022844097,0.009213045,19.16159389,11.88715555,4.934324935,2.340113409,0.018251288,0.132164453,0.000217575,5.48E-05,60,216,254,57.11,44.14925728,12875,93.02,0.389966363,11265,91.04,2.561257135,9656,91.94,0.624176045,16093
05/09/2020,154,0,0,53,16,3,199,0,13,169,5,0,40,1,95,266,10,4,1135,0,12,0,13,75,5,0,82,9,3,251,0,39,0,0,0,15,710,443,84,107,27,165,61,0,27,0,0,1,0,0,115,4,6,0,125,0,62,29,19,0.0391436,0.220918347,0.022687216,0.007646549,19.45436929,13.25510081,4.310570969,1.888697509,0.023161684,0.155175618,0.000241426,3.33E-05,60,190,247,64.94,17.53461266,9656,96.08,0.497926402,9656,97.04,1.209722202,7778.333333,100.04,0.070272888,16093
06/09/2020,0,0,0,79,0,2,116,-1,6,178,-1,0,0,0,182,49,-1,0,792,0,13,0,17,20,-2,0,113,9,5,223,0,28,0,0,142,11,233,308,76,119,9,0,43,421,8,0,0,-7,0,161,105,-20,5,0,0,1,83,17,0,0.044829742,0.255404572,0.023405909,0.008264643,21.4286167,15.32427435,4.096034084,2.008308273,0.027919012,0.172718808,0.000285702,4.76E-05,60,175,243,60.98,30.33494514,8047,100.94,0.364263891,9656,102.02,1.02367638,9656,109.04,0.029489578,16093
07/09/2020,219,0,0,40,0,3,112,1,1,146,1,0,0,0,40,51,3,0,487,0,29,0,12,30,2,0,131,17,6,113,0,0,0,0,173,9,133,2,64,1,18,0,30,0,0,0,0,7,0,57,59,20,8,0,0,0,61,23,0,0.037650591,0.225061185,0.022069682,0.00885635,20.33131889,13.50367109,4.303588059,2.524059739,0.021394625,0.153854245,0.000251125,5.14E-05,60,195,285,62.06,30.1239728,6437,102.92,0.506346944,11265,98.06,5.88844955,9656,113,0.025912309,16093
08/09/2020,146,0,0,4,0,0,73,0,3,94,13,25,15,0,99,59,6,0,420,72,0,0,7,54,0,0,59,13,2,151,0,38,0,585,332,10,0,216,0,0,15,133,45,106,0,19,0,0,91,128,194,3,-2,0,0,2,148,1,0,0.041612068,0.208492468,0.022988895,0.008673643,18.18447392,12.50954806,3.862134385,1.812791478,0.02409146,0.143967852,0.000262238,4.82E-05,60,168,209,60.08,39.87739941,8047,102.92,1.107879673,8047,98.06,5.88844955,6437,107.06,0.054192963,16093
09/09/2020,100,0,0,13,13,3,28,0,2,75,9,0,37,0,23,31,2,5,618,39,29,0,4,34,0,0,32,4,1,194,0,18,0,163,64,2,218,456,95,0,29,57,20,137,0,6,0,6,16,28,50,58,5,1,139,1,12,32,37,0.039590643,0.217438652,0.023747903,0.00725018,19.51818709,13.04631913,4.797076326,1.674791627,0.021478827,0.141104,0.000224114,3.17E-05,60,202,231,66.02,17.56771335,8047,91.04,0.04581052,1609,93.02,0.389966363,4023,82.94,1.960200939,16093
10/09/2020,114,0,0,0,0,7,145,0,6,84,0,8,90,0,169,16,2,2,1165,15,10,0,1,25,1,0,37,10,6,281,0,11,0,133,145,0,301,284,46,0,26,88,51,0,62,5,0,0,27,45,64,4,0,0,151,14,0,14,6,0.042536512,0.216302984,0.023162621,0.008396537,19.05635731,12.97817905,4.42406054,1.654117711,0.023517292,0.141509607,0.000213318,4.92E-05,60,191,197,55.94,87.10580877,402,89.06,0.020135324,6437,89.06,1.953312373,12875,80.06,0.603485368,16093
11/09/2020,109,0,0,127,0,2,81,4,6,59,22,5,35,2,69,24,6,20,1042,71,29,0,0,47,0,0,40,8,2,142,0,27,1,205,0,4,175,361,68,296,23,71,29,289,20,1,0,4,15,62,89,12,8,1,76,1,125,22,7,0.03602172,0.201436905,0.024386498,0.008943143,19.73990272,12.08621428,5.194323981,2.459364459,0.017669414,0.130944636,0.000246299,5.48E-05,60,213,275,62.96,26.58039091,1609,77,3.20952824,4828,77.792,11.21562933,3218.8,71.96,2.007748426,14484
12/09/2020,18,0,0,15,12,2,92,1,7,134,3,0,56,1,123,121,12,-20,1110,0,22,1,0,54,0,1,23,7,5,147,0,25,2,0,394,10,158,445,75,165,28,111,29,274,8,0,0,1,0,43,88,22,0,1,71,1,100,17,13,0.039564486,0.215776116,0.023445722,0.008251324,19.8218076,12.94656693,4.993938761,1.88130191,0.02112007,0.141660307,0.00023472,4.58E-05,60,213,228,60.08,34.50582305,1609,80.06,1.586485004,6437,80.06,5.913195377,4828,80.06,1.301690765,11265
13/09/2020,154,0,6,24,0,0,145,0,2,159,0,0,0,0,59,18,3,0,809,0,21,0,7,0,0,0,143,13,-1,170,0,15,0,0,121,15,156,265,39,89,0,0,34,132,22,0,0,0,0,35,50,0,5,-1,0,0,59,27,0,0.045857438,0.242117952,0.023945935,0.007654704,20.40655987,14.5270771,4.310268346,1.569214419,0.027768355,0.162394114,0.000241318,3.92E-05,60,180,205,53.06,72.41146877,402,82.94,1.628301692,3219,78.08,10.22735935,6437,89.06,0.00208771,16093
14/09/2020,31,0,0,11,0,0,148,0,1,120,0,26,17,0,113,40,4,0,671,76,14,0,4,34,0,0,88,7,4,44,0,9,0,693,251,2,10,208,76,256,18,89,48,64,0,0,0,0,117,0,0,0,5,-1,0,0,96,12,0,0.040724247,0.212124668,0.024275567,0.008636636,19.42546572,12.72748005,4.806562361,1.891423307,0.022092461,0.142605188,0.000246368,5.52E-05,60,198,219,56.3,69.89924657,1475,87.98,1.586668943,3219,87.98,4.675295655,2816,82.94,0.285130637,14484
15/09/2020,75,0,0,2,0,7,73,4,11,36,7,6,101,0,115,28,19,0,393,4,6,0,13,41,0,0,19,13,8,150,0,28,0,220,110,5,269,294,52,200,38,76,28,70,22,33,0,1,50,76,76,35,-1,1,156,3,48,21,28,0.040732469,0.231819131,0.023207091,0.00870842,20.93648882,13.90914784,4.919903304,2.107437678,0.022397378,0.151277442,0.000227748,5.10E-05,60,212,242,64.04,36.91062317,7510.333333,91.22,0.6617048,1609,93.02,2.102150135,2414,86,0.080744028,16093
16/09/2020,0,0,0,53,7,3,65,2,5,80,10,2,43,1,66,19,2,2,1099,37,7,0,6,29,1,0,78,4,2,135,0,20,1,215,115,9,274,264,60,59,15,22,23,77,31,7,0,2,20,0,0,9,9,0,91,0,29,0,7,0.042872566,0.230815519,0.022576571,0.00972189,20.36446904,13.84893113,4.35727828,2.15825963,0.024154054,0.151739138,0.000215581,5.52E-05,60,193,222,64.67,36.78791883,9656,87.98,1.137191888,3219,89.06,1.953312373,4023,87.08,0.007273294,16093
17/09/2020,65,0,0,9,0,0,55,0,3,69,8,1,22,0,160,14,15,1,1123,3,28,0,9,47,0,0,108,7,1,140,0,12,0,173,301,6,215,174,79,78,23,68,44,131,12,9,0,1,47,50,98,13,1,0,125,0,141,11,16,0.041336008,0.230201216,0.022073163,0.010765404,20.58533204,13.81207296,4.017315691,2.755943388,0.023079238,0.151982365,0.000215564,6.83E-05,60,182,256,65.48,82.89007999,3621,89.06,1.183949911,6437,89.06,1.953312373,4828,89.96,0.005137901,16093
18/09/2020,202,0,0,16,0,3,96,0,4,106,1,0,77,0,72,0,0,1,1245,26,17,0,5,27,0,0,140,5,6,247,0,22,0,307,210,12,283,388,71,92,16,0,18,238,67,7,0,1,31,160,79,10,2,0,31,4,94,11,4,0.048171894,0.248482588,0.023719274,0.009373658,20.85842998,14.90895525,4.055995833,1.893478896,0.028516272,0.160281763,0.000233055,4.48E-05,60,171,202,65,46.64584662,12338.33333,84.02,1.740221216,6437,84.92,2.780027078,6236,84.92,1.577525452,14484
19/09/2020,130,0,0,18,6,7,94,1,6,73,2,0,24,0,113,110,26,0,1301,0,35,0,11,31,0,1,23,12,3,227,0,21,0,0,0,18,537,286,56,0,28,190,43,123,14,0,0,1,0,11,60,11,3,0,82,1,69,8,6,0.042692361,0.221260224,0.022876012,0.0092308,19.38233194,13.27561342,4.140558143,1.966160376,0.025200479,0.155061004,0.000192055,4.67E-05,60,181,213,65.48,40.99319404,9656,84.92,2.542035979,16093,84.02,3.826049994,12875,82.94,0.938364875,16093
20/09/2020,64,0,0,10,0,0,103,0,4,108,0,0,0,0,118,15,6,0,980,0,0,0,16,0,1,1,107,10,0,190,0,38,0,0,126,11,184,284,49,0,9,0,16,158,29,19,0,0,0,62,30,0,8,0,0,0,92,7,0,0.047755941,0.242926477,0.021213451,0.008132477,19.62769167,14.5755886,3.563859776,1.488243289,0.029978614,0.162026022,0.000198885,4.02E-05,60,168,183,64.04,36.91062317,9656,87.08,0.727292848,16093,84.92,1.577525452,16093,87.98,0.539852078,16093
21/09/2020,83,0,0,16,0,1,121,0,5,101,0,3,25,0,130,147,27,4,649,95,34,0,2,0,0,0,83,12,5,138,0,22,0,738,331,9,178,348,62,48,24,76,18,101,0,22,0,0,90,52,32,0,11,0,0,0,78,7,0,0.052835796,0.242889016,0.022521828,0.008245863,19.33790151,14.57334094,3.53592705,1.228633523,0.03343879,0.162014535,0.000207712,4.16E-05,60,157,149,64.94,37.43665617,9656,87.98,0.660369103,14484,87.08,1.744471338,8047,87.08,0.339565954,16093
22/09/2020,107,0,0,5,0,9,98,2,1,74,13,4,23,0,63,104,20,0,687,33,22,0,24,70,1,0,18,15,13,181,0,19,1,63,0,2,224,222,58,178,45,27,50,76,58,15,0,2,19,48,47,37,4,0,88,5,71,11,12,0.037210688,0.198680408,0.023200477,0.008868688,18.82860799,11.92082451,4.779298354,2.128485128,0.019092425,0.131948053,0.000226019,5.37E-05,60,206,240,62.78,58.79664018,8047,93.02,0.180070743,9656,93.47,0.672032321,5833.5,82.04,1.038223595,16093
23/09/2020,91,0,1,7,3,3,100,0,4,101,5,1,52,0,75,10,4,1,1200,0,7,0,12,-17,0,0,77,11,1,156,0,16,0,213,172,2,248,278,36,41,15,39,22,61,7,27,0,0,38,65,27,7,16,0,95,0,30,8,3,0.045591832,0.245575453,0.024688418,0.007690047,20.97224286,14.73452717,4.592045723,1.645669967,0.026959166,0.161479697,0.000261844,4.79E-05,60,186,214,62.96,42.75368462,11265,91.94,0.201660221,16093,93.02,0.517225577,10460.5,89.96,0.083052997,16093
24/09/2020,112,0,9,14,0,2,82,0,10,75,3,6,83,0,65,25,14,0,1081,34,21,0,7,25,0,0,56,1,3,84,0,12,0,188,72,7,238,171,45,66,26,50,21,108,11,8,0,0,46,37,11,3,4,0,47,1,84,9,3,0.041313704,0.231644656,0.022548954,0.009871138,20.61553822,13.89867937,4.239203291,2.47765556,0.02305992,0.15155998,0.000223394,4.85E-05,60,188,251,64.67,36.78791883,9656,91.94,0.161152039,16093,89.96,0.76574464,14484,93.92,0.05413009,16093
25/09/2020,77,0,0,13,0,3,89,1,10,87,3,5,40,0,73,62,4,1,1361,23,31,0,5,18,2,0,71,8,3,282,0,7,0,295,154,10,310,405,92,68,31,71,30,126,25,18,0,2,31,58,16,7,7,1,68,0,26,7,7,0.041445886,0.230613455,0.022606941,0.007579472,20.01836277,13.83680727,4.476174325,1.70538117,0.023833586,0.151878814,0.000220188,3.65E-05,60,198,225,64.94,51.32207772,4425.5,87.98,0.803333807,16093,87.98,0.803333807,16093,89.06,0.841351007,16093
26/09/2020,108,0,0,16,3,2,142,0,11,93,4,0,54,0,80,0,5,3,1213,0,22,0,9,26,0,0,35,8,2,165,0,25,0,0,157,9,717,330,38,0,34,58,34,148,11,29,0,0,0,49,0,9,6,0,73,0,47,6,10,0.046604766,0.238325675,0.022423672,0.007161885,19.76042084,14.29954049,4.193226623,1.267653733,0.029101481,0.164011075,0.000201856,3.18E-05,60,187,177,60.92,62.71132776,3487,86,0.817276129,16093,84.92,2.196363786,16093,84.92,0.752713155,16093
27/09/2020,53,0,0,8,0,0,103,0,18,137,0,0,0,0,82,-62,10,0,813,0,22,0,23,0,0,0,77,12,1,246,0,10,0,0,86,5,92,279,67,0,2,0,24,123,28,50,0,0,0,43,0,0,14,0,0,0,65,8,0,0.048138078,0.257042876,0.023070488,0.0072425,20.94006388,15.42257255,4.083476301,1.434015028,0.030518453,0.171779093,0.00024491,3.09E-05,60,177,198,64.94,58.32436669,8851.5,87.08,1.251079222,9656,87.98,1.586668943,12875,89.06,0.588847169,16093
28/09/2020,51,0,0,6,0,2,68,0,3,105,0,7,17,1,47,82,6,0,654,58,14,0,3,0,0,1,69,9,3,133,0,10,0,754,87,3,4,124,52,51,16,54,29,88,2,27,0,0,91,0,19,0,13,0,0,0,46,12,0,0.042957852,0.226527115,0.023305018,0.008203928,19.58878064,13.59162687,4.241513252,1.755640514,0.025117109,0.152925523,0.000255345,4.15E-05,60,182,214,64.94,27.7247385,6437,89.06,1.183949911,16093,87.98,2.972369261,14484,93.02,0.267476288,16093
29/09/2020,83,0,0,4,0,1,62,0,14,76,15,1,25,0,25,10,4,1,829,18,-3,1,5,67,0,0,55,15,3,109,0,9,0,241,82,0,367,251,43,112,35,53,43,53,19,0,0,0,19,0,25,12,6,0,101,0,37,10,5,0.042386198,0.213801696,0.024257138,0.007728295,19.28571993,12.82810179,4.996970426,1.460647717,0.023176004,0.142457393,0.000251669,4.05E-05,60,206,189,84.02,0.701955963,8047,91.04,1.156371997,9656,89.96,3.265055822,11265,91.94,0.754157685,16093
30/09/2020,60,0,0,11,5,3,91,5,7,104,3,3,31,0,54,20,7,0,1015,26,7,0,15,22,0,0,42,22,1,194,0,8,0,232,152,4,354,195,37,54,15,40,31,85,15,60,0,1,26,166,16,3,6,0,133,0,63,3,14,0.038824914,0.213806446,0.023398935,0.008636012,19.76188112,12.82838678,4.84357951,2.089914832,0.020837182,0.142665801,0.000235658,5.20E-05,60,207,242,59,74.70986705,402,98.96,0.064385738,16093,96.08,0.497926402,12875,98.06,0.000986721,16093
