Day,Alameda,Amador,Butte,Calaveras,Colusa,Contra Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Imperial,Inyo,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Modoc,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba
2020-09-21,159.69295,5.025032,4.5133634,5.455138,-1.1618334,74.111984,-9.084007,-1.6953236,170.13539,2.0216963,5.0176635,10.551065,0.6978841,94.4826,18.118095,1.7354585,7.446285,1078.2351,18.25427,8.990872,4.771776,-17.64472,11.531071,4.4933615,4.9490285,28.603369,6.28473,-2.2646878,267.70544,46.45128,15.828136,203.39275,181.25523,13.2589035,251.2742,193.57657,67.46669,84.365715,-0.10020137,41.33927,28.222795,110.20992,5.188267,7.343813,-3.474476,20.888771,34.3392,138.57532,7.194745,-2.4465342,-14.483182,32.688908,-3.7357743,63.57754,4.0944905,4.012898
2020-09-22,157.006,5.200078,4.887142,5.2927294,-0.9784711,73.130424,-8.391923,-1.7829964,167.99745,1.9186238,4.6072044,12.520054,0.9538723,96.3132,18.877115,1.6248823,7.152369,1091.0017,18.322113,8.8676195,4.3142076,-16.222929,11.8866005,4.392739,4.6681933,27.98257,5.9444957,-1.9846241,272.37738,45.622364,14.520641,208.68996,177.26936,12.545347,254.93797,195.18283,66.53036,86.22836,0.64632857,40.40039,29.562729,108.55134,5.1840124,7.190007,-2.9869728,21.104856,33.103214,137.19713,6.578513,-2.2850668,-13.137565,33.80705,-3.208822,64.54964,4.302519,4.612914
2020-09-23,156.30565,5.4571285,6.5774527,4.3202076,0.38800535,73.54707,-8.665945,-1.7169391,169.39882,1.4759191,5.7846384,13.92388,2.0762773,98.56761,21.175623,2.3359752,7.007302,1090.7627,19.03494,9.824285,5.107863,-17.454065,13.10372,3.9631572,4.867848,27.777344,6.4787645,-3.4455512,273.51944,46.54393,14.961919,210.66937,175.36833,12.10027,255.03758,197.82896,67.50224,88.52201,0.3122879,40.519924,31.277441,109.377174,6.0428505,7.5375533,-2.819245,21.598711,33.090073,136.5972,7.0687284,-2.6590183,-12.285291,35.644623,-3.596356,67.45452,4.047121,5.636752
2020-09-24,148.11386,7.420039,8.343856,5.602396,-0.6528152,68.19497,-8.84956,-1.9010067,155.98936,1.4624602,7.2705603,12.490477,3.0351846,91.05576,20.225006,0.9594715,7.3484488,1043.3164,20.242546,9.488603,4.471598,-11.856133,14.593685,4.654911,3.8817816,24.773087,4.052155,-1.1106894,254.83788,43.32556,12.692332,194.90054,162.27643,12.037597,236.6383,184.95956,63.61992,82.313835,2.7571712,35.712616,31.694948,100.77297,5.7015257,7.6133924,0.23222002,22.807478,29.127382,127.093124,5.3309937,-1.543352,-7.8819203,35.18669,-2.2402453,66.728004,4.5527186,8.516614
2020-09-25,146.43875,7.3092136,8.256157,5.485976,-0.59637064,67.47155,-8.683611,-1.8758368,154.24672,1.4311035,7.129897,12.499758,2.981415,90.270424,20.049852,0.9618279,7.2489843,1033.9972,20.032946,9.424685,4.400995,-11.649094,14.449531,4.5508304,3.8210347,24.51357,3.9776042,-1.0983896,252.69829,42.858852,12.498593,193.38885,160.36992,11.840513,234.49536,183.27576,62.90112,81.56317,2.7747092,35.338173,31.43932,99.68351,5.6777954,7.5313478,0.22238663,22.584469,28.823496,125.68936,5.252041,-1.5370972,-7.7731724,34.88019,-2.2313745,66.056496,4.471759,8.42283
2020-09-26,143.74005,7.325758,8.1132345,5.5358944,-0.71135324,66.03479,-8.897952,-1.8647907,150.81729,1.4784873,7.4024696,11.458855,3.0090296,87.182106,19.294601,0.9534767,7.284551,1003.966,19.613401,9.2723055,4.525049,-11.782469,14.109146,4.5694933,3.8356113,24.026674,3.9896808,-1.1413702,244.3689,42.102077,12.807455,186.27075,157.46101,11.974193,226.8281,177.96667,61.684338,78.68191,2.4716446,34.66614,30.308395,97.566696,5.5532217,7.552187,0.20572507,22.121965,28.491884,122.769035,5.414146,-1.5259932,-7.953908,33.73441,-2.3113296,64.29201,4.367998,8.19223
2020-09-27,146.04857,5.100562,6.1122956,4.0513563,0.34285414,68.67943,-8.217006,-1.5882044,157.98328,1.3959764,5.5906916,12.787788,1.9451433,91.45051,19.669489,2.225709,6.6038966,1013.0639,17.714296,9.221265,4.886331,-16.519056,12.191896,3.7022195,4.5882473,25.962109,6.1198583,-3.287032,253.77164,43.550404,14.2633095,195.17116,163.76744,11.440329,236.5139,184.07288,63.120132,81.9781,0.15237959,38.004047,28.959953,102.09043,5.657106,7.1137905,-2.6967466,20.209602,31.155827,127.256996,6.7532306,-2.5314715,-11.712414,33.086014,-3.467761,62.746914,3.7322764,5.1493134
2020-09-28,141.69505,4.84568,5.694032,3.9099782,0.39111024,66.34429,-8.1218605,-1.4829639,152.37819,1.2661965,5.6701264,12.373764,1.9086053,87.444565,18.847431,2.29454,6.488225,980.1673,16.87572,8.942603,4.9224973,-16.341087,11.613579,3.5972786,4.4605017,25.095045,6.040408,-3.376533,244.28963,42.083515,14.122693,187.49834,157.92842,11.232973,226.8884,178.50946,61.266693,78.05975,-0.02570039,37.02537,27.614687,98.53074,5.405297,6.870928,-2.6860416,19.534443,30.391697,122.18784,6.720216,-2.5139928,-11.643566,31.678545,-3.4733725,60.478348,3.474249,4.8063426
2020-09-29,139.8662,4.6074915,6.0824747,3.743086,0.39167675,65.600136,-7.972694,-1.3458672,150.3685,1.3082938,5.776094,10.902126,1.5979894,85.336815,18.108591,2.3738194,6.031645,954.3844,17.20702,8.674688,4.818747,-15.504562,12.14045,3.25293,4.1940517,25.262213,5.7515907,-3.7468288,237.73741,41.846413,13.979466,181.85799,156.1237,11.216593,221.31767,174.26096,60.381413,76.47479,0.21903825,36.70838,27.041117,97.24226,5.8013964,6.860045,-3.0264473,19.503727,30.19402,120.476006,6.6934595,-2.7855742,-11.855662,31.05814,-3.8085775,58.630947,3.4187272,4.742193
2020-09-30,134.96196,4.0969133,3.5249655,4.4224234,-0.6229458,61.94463,-7.3050413,-1.337981,141.5708,1.3131055,4.371713,11.536287,0.7502577,80.197945,15.811062,1.7190225,6.2632275,944.72784,14.950777,7.605839,3.989569,-13.993834,9.7900915,3.6677532,3.8504205,23.61803,4.999322,-1.9862239,232.62071,38.52717,12.726059,177.71573,148.64131,10.806124,214.47508,169.87827,57.26608,70.79363,0.49385196,35.03846,24.719345,91.491066,4.1771026,5.959913,-2.5810676,18.175657,28.566872,114.418755,5.811107,-2.046945,-11.604477,28.405617,-2.9821396,54.951836,3.219735,3.5398474
